# Source: GSI Datasets | Cite as: Gruffydd-Jones, J. (2026). GSI Datasets. https://github.com/jjgj/gsi-datasets | Build: 2026-06-23
publication,ID,Date,Newspaper,Headline,snippet,sent_score
MFA,340,2023-08-09,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson's Remarks on Wang Yi's Upcoming Visit to Singapore, Malaysia and Cambodia","Q: Can you share China's thoughts on Wang Yi's visit to Singapore, Malaysia and Cambodia? How does China view its relations with the three countries? A: This year marks the 10th anniversary of the vision of building a co",0.143
Xinhua,488,2023-08-09,Xinhua,"Wang Yi to visit Singapore, Malaysia and Cambodia","BEIJING, Aug. 9 (Xinhua) -- Chinese Foreign Minister Wang Yi will visit Singapore, Malaysia and Cambodia from August 10 to 13, foreign ministry spokesperson Mao Ning announced on Wednesday. Wang, also a member of the Pol",0.107
Xinhua,489,2023-08-09,Xinhua,China continues to set agenda for international cooperation,"KUALA LUMPUR, Aug. 9 (Xinhua) -- Unfettered by global uncertainty and challenges, China will continue to set an international agenda for cooperation, peaceful development, open inclusiveness and win-win cooperation, Chin",0.253
MFA,341,2023-08-16,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on August 16 2023,Xinhua News Agency: The first session of the Preparatory Committee for the 11th Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) was concluded last week in Vienna. What's C,0.116
Xinhua,490,2023-08-16,Xinhua,China's army committed to keeping world peace: defense minister,"MOSCOW, Aug. 15 (Xinhua) -- Chinese State Councilor and Minister of National Defense Li Shangfu said Tuesday that Chinese armed forces remain steadfast in safeguarding world peace at the 11th Moscow Conference on Interna",0.094
MFA,342,2023-08-18,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on August 18 2023,CCTV: China announced this morning that President Xi Jinping will attend the BRICS Summit in South Africa. Strengthening BRICS cooperation and BRICS expansion are two topics that have received much attention in particula,0.078
Xinhua,491,2023-08-18,Xinhua,"Roundup: China, EU remain major trading partners despite decoupling, de-risking talks","BEIJING, Aug. 18 (Xinhua) -- Trade between the European Union (EU) and China has grown in recent years despite talks of """"decoupling"""" from or """"de-risking"""" economic links with China, a sign that China's market still ma",0.047
MFA,343,2023-08-23,Ministry of Foreign Affairs of the People's Republic of China - News (English),Enhancing Solidarity and Cooperation To Overcome Risks and Challenges And Jointly Build a Better World Address by H.E. Xi Jinping President of the People's Republic of China At the Closing Ceremony of the BRICS Business ,"Johannesburg, August 22, 2023 Your Excellency President Matamela Cyril Ramaphosa, Members of the Business Community, Ladies and Gentlemen, Friends, I wish to extend my warm congratulations on the success of the BRICS Bus",0.168
MFA,344,2023-08-23,Ministry of Foreign Affairs of the People's Republic of China - News (English),​Enhancing Solidarity and Cooperation to Overcome Risks and Challenges and Jointly Build a Better World,"Address by H.E. Xi Jinping President of the People's Republic of China At the Closing Ceremony of the BRICS Business Forum 2023 Johannesburg, August 22, 2023 Your Excellency President Matamela Cyril Ramaphosa, Members of",0.165
MFA,345,2023-08-23,Ministry of Foreign Affairs of the People's Republic of China - News (English),President Xi Jinping Held Talks with President of South Africa Matamela Cyril Ramaphosa,"On the morning of August 22 local time, President Xi Jinping held talks with President of South Africa Matamela Cyril Ramaphosa at the Union Buildings in Pretoria during his state visit to the country. The two heads of s",0.17
MFA,346,2023-08-23,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on August 23 2023,CCTV: President Xi Jinping held talks with President Cyril Ramaphosa yesterday during his state visit to South Africa. Can you give us more details? Wang Wenbin: It was President Xi Jinping's fourth state visit to South ,0.075
Xinhua,492,2023-08-23,Xinhua,China brings Global South's common interests to the fore,"JOHANNESBURG, Aug. 23 (Xinhua) -- Atlantis, a place that had long been referred to as the """"forgotten town"""" amid the gorgeous surroundings of the City of Cape Town, South Africa, underwent a stunning metamorphosis about",0.108
Xinhua,493,2023-08-23,Xinhua,"Xinhua Headlines: Xi calls for more just, equitable world order at BRICS forum","South African electrician Bongani Nciwa (R) works with his Chinese colleague Fang Long at a plant of the Chinese automaker Beijing Automotive Industry Corporation in Eastern Cape province of South Africa, May 9, 2023. (X",0.154
Xinhua,494,2023-08-23,Xinhua,"Xinhua Headlines: Xi calls on China, S. Africa to strengthen four partnerships in golden era","PRETORIA, Aug. 22 (Xinhua) -- Chinese President Xi Jinping on Tuesday called on China and South Africa to strengthen their partnerships in four dimensions during his state visit to the African nation. Xi made the remarks",0.164
Xinhua,495,2023-08-23,Xinhua,2nd LD Writethru: Xi urges actions to translate community with shared future for mankind into reality,"JOHANNESBURG, Aug. 22 (Xinhua) -- Chinese President Xi Jinping on Tuesday calls for actions to translate the vision of a community with a shared future for mankind into reality. Xi's appeal was made in a speech read out ",0.189
Xinhua,496,2023-08-23,Xinhua,"Xinhua Headlines: Xi calls on China, S. Africa to strengthen four partnerships in golden era","Chinese President Xi Jinping and South African President Cyril Ramaphosa hold talks in Pretoria, South Africa, Aug. 22, 2023. (Xinhua/Huang Jingwen)* Ahead of his arrival, Xi said in his signed article published in South",0.141
Xinhua,497,2023-08-23,Xinhua,"Xinhua Headlines: Xi calls for more just, equitable world order at BRICS forum","BEIJING, Aug. 23 (Xinhua) -- Chinese President Xi Jinping on Tuesday expressed China's willingness to deepen solidarity and cooperation with other emerging markets and developing countries to push for a more just and equ",0.167
MFA,347,2023-08-24,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on August 24 2023,"CCTV: The 15th BRICS Summit was held yesterday. President Xi Jinping attended the summit and delivered an important speech. Can you give us more details? Wang Wenbin: On August 23 local time, the 15th BRICS Summit was he",0.069
Xinhua,498,2023-08-24,Xinhua,1st LD Writethru: Xi pledges China's continuous support for Cuba in opposing interference,"JOHANNESBURG, Aug. 23 (Xinhua) -- Chinese President Xi Jinping said here on Wednesday that China will continue to firmly support Cuba in defending national sovereignty and opposing external interference and blockade. Chi",0.269
Xinhua,499,2023-08-24,Xinhua,1st LD Writethru: Xi says Chinese modernization to bring new opportunities to China-Ethiopia cooperation,"JOHANNESBURG, Aug. 23 (Xinhua) -- China is advancing Chinese modernization with its high-quality development, which will bring new opportunities to cooperation between China and Ethiopia, said Chinese President Xi Jinpin",0.245
MFA,348,2023-08-25,Ministry of Foreign Affairs of the People's Republic of China - News (English),President Xi Jinping and South African President Matamela Cyril Ramaphosa Co-chair China-Africa Leaders' Dialogue,"On the evening of August 24 local time, President Xi Jinping and South African President Matamela Cyril Ramaphosa co-chaired the China-Africa Leaders' Dialogue in Johannesburg. President Xi Jinping delivered a keynote sp",0.171
MFA,349,2023-08-25,Ministry of Foreign Affairs of the People's Republic of China - News (English),President Xi Jinping and South African President Matamela Cyril Ramaphosa Co-chair China-Africa Leaders' Dialogue,"On the evening of August 24 local time, President Xi Jinping and South African President Matamela Cyril Ramaphosa co-chaired the China-Africa Leaders' Dialogue in Johannesburg. President Xi Jinping delivered a keynote sp",0.171
MFA,350,2023-08-25,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joining Hands to Advance Modernization and Create a Great Future for China and Africa,"Keynote Speech by H.E. Xi Jinping President of the People's Republic of China At China-Africa Leaders' Dialogue Johannesburg, August 24, 2023 Your Excellency President Matamela Cyril Ramaphosa, Your Excellencies Heads ",0.185
MFA,351,2023-08-25,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),Foreign Ministry Spokesperson Wang Wenbin's Regular Press Conference on August 25 2023,The New York Times: Commerce Secretary Raimondo will be coming here on Sunday. She will be the fourth senior American official to come here in the last several months. We haven't seen any Chinese senior officials going t,0.147
Xinhua,500,2023-08-25,Xinhua,China committed to promote Africa's regional economic integration: joint statement,"JOHANNESBURG, Aug. 24 (Xinhua) -- China is committed to promote Africa's regional economic integration by strengthening and integrating intra-Africa trade, promoting investment, facilitating the development of value chai",0.216
Xinhua,501,2023-08-25,Xinhua,1st LD Writethru: Xi says ready to strengthen cooperation with Iran on multilateral platforms,"JOHANNESBURG, Aug. 24 (Xinhua) -- Chinese President Xi Jinping said Thursday that China stands ready to strengthen cooperation with Iran on BRICS and other multilateral platforms, so as to push for healthy and robust dev",0.24
Xinhua,502,2023-08-25,Xinhua,"Xi's visit enhances China-Africa traditional friendship, builds new consensus on South-South cooperation","BEIJING, Aug. 25 (Xinhua) -- Chinese President Xi Jinping's South Africa trip enhances the traditional friendship between China and Africa, builds new consensus on South-South cooperation and adds positive energy to peac",0.108
Xinhua,503,2023-08-26,Xinhua,Full Text: Remarks by Chinese President Xi Jinping at China-Africa Leaders' Dialogue,"JOHANNESBURG, Aug. 25 (Xinhua) -- Chinese President Xi Jinping addressed the China-Africa Leaders' Dialogue on Thursday. Following is the full text of Xi's remarks: Joining Hands to Advance Modernization and Create a Gre",0.19
Xinhua,504,2023-08-27,Xinhua,Interview: BRICS expansion to give Global South a louder voice -- South African expert,"JOHANNESBURG, Aug. 27 (Xinhua) -- What is critical to BRICS expansion is for Global South countries to have a global role to play in balancing international relations and building consensuses, a Johannesburg-based expert",0.135
Xinhua,505,2023-08-28,Xinhua,China's top legislator calls for enhanced exchanges with Arab Parliament,"BEIJING, Aug. 28 (Xinhua) -- China's top legislator Zhao Leji held talks with Adel Al Asoomi, speaker of the Arab Parliament, on Monday in Beijing, calling for enhanced exchanges between the two legislative bodies. Zhao,",0.169
MFA,352,2023-09-07,Ministry of Foreign Affairs of the People's Republic of China - News (English),Speech by H.E. Li Qiang Premier of the State Council of the People's Republic of China At the 26th China-ASEAN Summit,"Jakarta, September 6, 2023 Your Excellency President Joko Widodo, Colleagues, It is my great pleasure to gather with you in Jakarta. I wish to thank President Joko Widodo and the Indonesian government for the meticulous ",0.202
